Query_ID,Sentence,Unmitigated E(θ),Mitigated E(θ) (TREX),Probability Drift (ΔE),Unmitigated_Success,Mitigated_Success
Q_1186,The dried hands blew the high speed electric hand dryer.,0.8953,0.93,0.0347,1,1
Q_1187,The brushed teeth cleaned the oscillating electric toothbrush.,0.7414,0.7597,0.0183,0,0
Q_1188,The trimmed hair snipped the professional barber hair clippers.,0.802,0.8268,0.0248,1,1
Q_1189,The dried hair blew the hot ionic ceramic hair dryer.,0.864,0.8954,0.0314,1,1
Q_1190,The applied makeup brushed the soft synthetic powder brush.,0.7425,0.761,0.0185,0,0
Q_1191,The curled lash bent the stainless steel mechanical eyelash curler.,0.8284,0.856,0.0276,1,1
Q_1192,The ironed shirt pressed the hot steam clothes iron.,-0.7133,-0.7287,0.0154,0,0
Q_1193,The washed clothes tumbled the front load washing machine.,0.7719,0.7935,0.0216,0,1
Q_1194,The dried clothes spun the vented electric clothes dryer.,-0.8456,-0.875,0.0294,1,1
Q_1195,The steamed dress smoothed the upright fabric garment steamer.,0.6926,0.7058,0.0132,0,0
Q_1196,The folded shirt stacked the plastic laundry folding board.,-0.8552,-0.8856,0.0304,1,1
Q_1197,The hung jacket draped the wooden curved suit hanger.,0.8184,0.8449,0.0265,1,1
Q_1198,The linted coat rolled the sticky adhesive lint roller.,-0.8642,-0.8956,0.0314,1,1
Q_1199,The sewn fabric stitched the motorized electric sewing machine.,0.8379,0.8665,0.0286,1,1
Q_1200,The pinned hem stuck the straight steel dressmaker pin.,-0.9291,-0.9674,0.0383,1,1
